Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,,144,11348,11677,18058,23078,18428,19694,10577,16971,24426,25269,8447,7816,12581,11458,30752,33356,10348,7705,5133,11748,22280,21490,24332,13427,39115,1785
,,,,,,,,145,11289,11623,17977,22328,17286,18533,9583,16415,23095,25812,7963,7174,11599,10029,27765,30341,10151,7359,4914,11115,20372,20061,22591,13123,37339,1709
,,,,,,,,146,10794,11268,17428,21347,16676,17423,9046,15119,21372,25283,7518,6779,10618,9595,26648,29178,9456,6768,4573,9987,19888,18762,21263,12477,33013,1513
,,,,,,,,147,10075,10449,16152,20503,12575,16809,8626,14559,20691,23322,6776,6158,10267,9149,25095,27764,8637,6600,4458,9558,19144,17921,20257,11908,31200,1431
,,,,,,,,148,9264,9456,14575,19728,11720,16306,8382,13835,19739,21394,6553,5941,9816,8974,24585,26945,8479,6421,4302,9114,18814,17158,19511,11321,29422,1346
,,,,,,,,149,8886,8942,13782,19367,11630,16131,8354,13231,19453,20544,6488,5868,9618,9013,24587,26716,8162,6349,4227,8831,19144,17017,19401,10954,28336,1294
,,,,,,,,150,8677,8255,12714,20184,12013,16506,8692,12829,19580,19528,6642,5962,9818,9814,26050,28148,8075,6375,4248,8781,20805,17847,20456,10750,28037,1279
,,,,,,,,151,8675,7907,12177,20781,11988,17297,8959,13356,20641,19235,6578,5890,10465,9923,26320,28380,8157,6884,4490,9311,20810,18625,20794,10860,30817,1425
,,,,,,,,152,8960,7810,12027,22317,12470,17683,9396,13072,21062,19437,6814,6095,10734,10880,27789,29651,8504,7061,4586,9406,22107,19067,21750,11323,31492,1461
,,,,,,,,153,9455,8190,12616,23291,13071,18068,9602,14198,21603,20581,7110,6327,11023,11294,28718,30284,8420,7335,4661,10253,22300,20157,22668,11861,34050,1580
,,,,,,,,154,9810,8205,12646,24205,14026,18390,9864,15116,21914,20824,7588,6735,11333,11792,29871,31364,8636,7438,4712,10726,22655,21086,23564,12589,35993,1674
,,,,,,,,155,10187,8878,13679,24865,14883,18827,10234,16262,22650,22568,8102,7164,11666,11845,30430,32179,8829,7665,4853,11374,22746,22096,24208,12889,38544,1794
,,,,,,,,156,10581,9536,14697,26627,16019,19460,10661,16915,23281,24015,8731,7686,12048,12617,32316,33863,9170,7833,5027,11679,24409,23190,25910,13170,40011,1866
,,,,,,,,157,10950,10363,15975,26792,15927,20024,10720,18291,24222,25423,8744,7709,12543,12224,31761,33754,9484,8203,5232,12577,23749,24031,26090,13324,43396,2036
,,,,,,,,158,11424,10789,16639,26702,15513,20093,10678,17848,24225,26072,8663,7641,12374,12001,31601,33894,10193,8135,5270,12266,23295,23767,25728,14070,42841,2004
,,,,,,,,159,11616,11783,18182,26693,15301,20126,10702,17664,24156,28530,8600,7604,12325,11922,31256,33757,10171,8098,5303,12119,23032,23742,25452,13675,42723,2002
,,,,,,,,160,11401,11223,17312,26586,15038,20042,10781,17723,24132,27710,8583,7568,12126,11839,31121,33495,10195,8107,5282,12107,22918,23679,25408,13595,42776,2000
,,,,,,,,161,11257,11084,17097,26356,14714,19812,10804,17715,24248,28005,8349,7366,12074,11423,30653,32796,10290,8157,5277,12157,22648,23516,25017,13500,42813,2000
,,,,,,,,162,11325,10945,16878,27506,15294,20089,11276,17402,24663,27892,8503,7461,12351,11935,32387,34106,10388,8093,5273,11810,23038,23642,25740,13435,40898,1898
,,,,,,,,163,11217,10979,16936,27276,16179,21056,11747,17604,25805,28270,9234,8125,13146,12532,33321,35677,10272,8405,5434,12055,23219,23652,25851,13123,40904,1892
,,,,,,,,164,11341,10688,16485,25692,15518,20974,11470,18441,26134,27067,9048,7981,13087,11870,31617,34352,10578,8649,5537,12798,21721,23040,24882,13585,43370,1999
,,,,,,,,165,11829,11669,18003,23964,14889,20365,11178,17527,25184,27016,8824,7818,12837,11654,30895,33757,10859,8280,5349,12339,21042,22195,23739,14187,41824,1919
,,,,,,,,166,11799,12073,18621,23136,14542,20040,10889,17056,24648,27138,8567,7621,12700,11345,30229,33084,10532,8074,5233,12085,20666,21808,23165,13944,40764,1868
,,,,,,,,167,11360,11526,17776,22610,14124,19970,10665,16773,24141,25262,8408,7525,12557,11172,29735,32737,10301,7928,5136,11771,20111,21451,22665,13427,39772,1826
,,,,,,,,168,11092,11246,17338,21326,13301,19516,10066,16494,23549,24387,7889,7133,12406,10372,27570,31012,10043,7812,5040,11420,18753,20516,21422,13146,38781,1788
,,,,,,,,169,10947,10987,16935,21069,12592,18766,9610,15848,22349,23931,7498,6764,11793,9692,26024,29432,9827,7378,4806,10619,18308,19630,20887,12784,36263,1670
,,,,,,,,170,10464,10647,16411,21008,11910,18397,9287,15389,21732,23687,7046,6371,11371,9262,24710,28509,9128,7197,4726,10076,17654,19098,20274,12100,34445,1593
,,,,,,,,171,9786,9812,15124,20740,11670,18135,9096,14822,21118,21419,6857,6164,11089,9033,24184,28103,8752,7063,4611,9605,17230,18656,19714,11648,33054,1530
,,,,,,,,172,9453,9338,14400,20162,11489,17892,8854,14550,20894,20872,6569,5898,10922,8742,23465,27413,8604,7005,4561,9320,16655,18293,19097,11432,32239,1495
,,,,,,,,173,9308,8741,13478,19789,11470,17757,8709,14122,20354,19993,6512,5832,10662,8698,23392,27428,8654,6886,4460,9126,16645,18237,18844,11196,31640,1469
,,,,,,,,174,9208,8272,12752,19889,11592,17973,8694,13866,20345,19582,6597,5886,10637,9088,24422,28709,8501,6908,4432,9112,17386,18847,18925,11064,31533,1466
,,,,,,,,175,9143,7916,12201,19522,11582,18377,8822,13875,20706,19261,6603,5874,10723,9337,25012,29309,8515,7113,4437,9349,17680,19526,19064,11046,32438,1512
,,,,,,,,176,9360,7858,12113,20634,11888,18802,9145,13474,21049,19448,6724,5967,10878,10081,25991,30433,8696,7254,4475,9352,19157,20218,20100,11450,32705,1528
,,,,,,,,177,9652,8064,12430,20727,12258,19142,9303,13941,21416,20267,6927,6110,10991,10612,27021,31423,8711,7442,4553,10088,19527,21392,21000,11709,34814,1627
,,,,,,,,178,9832,8310,12817,21236,13122,19410,9537,14379,21670,20731,7334,6451,11271,11054,28364,32265,8834,7567,4586,10545,19976,22040,21669,12387,36481,1707
,,,,,,,,179,10192,9015,13899,22089,13866,19654,9718,15215,22192,22439,7753,6810,11549,11077,28993,32496,9076,7769,4678,11129,20169,22566,22082,12721,38797,1817
,,,,,,,,180,10546,9556,14737,24311,14761,19990,10076,15727,22592,23693,8289,7267,11752,11805,30765,33740,9434,7899,4769,11380,22040,23619,23729,13006,39998,1876
,,,,,,,,181,10816,10258,15821,25048,14997,20552,10210,16976,23561,24716,8462,7411,12212,11817,31218,34214,9586,8253,4958,12254,22213,24740,24600,13262,43044,2027
,,,,,,,,182,11170,10629,16398,25794,14944,20749,10248,17276,24095,25076,8585,7512,12194,11888,31685,34553,10098,8311,5060,12238,22506,24682,24766,14032,43039,2021
,,,,,,,,183,11519,11505,17755,26323,15042,20752,10272,17639,24226,27233,8716,7639,12218,11971,32080,34627,10198,8285,5086,12330,22551,24604,24902,13860,43212,2032
,,,,,,,,184,11364,10808,16672,26563,15006,20791,10343,17966,24302,26601,8805,7694,12232,12069,32380,34573,10214,8317,5104,12446,22819,24660,25151,13921,43225,2027
,,,,,,,,185,11291,10735,16558,26674,14878,20778,10374,18074,24545,27013,8658,7565,12339,11893,32412,34303,10351,8380,5112,12518,23130,24712,25084,13935,43209,2024
,,,,,,,,186,11280,10571,16301,27990,15761,21082,11011,17804,24967,26716,8915,7747,12639,12578,34438,35902,10414,8303,5105,12234,23452,24914,26084,13978,41457,1928
,,,,,,,,187,11269,10563,16291,27873,16960,21908,11711,18202,26195,26991,9766,8516,13281,13408,35884,37676,10294,8657,5328,12586,23791,24956,26423,13729,41969,1945
,,,,,,,,188,11360,10298,15881,26206,16556,21861,11586,19090,26514,26051,9717,8493,13305,12971,34704,36520,10601,8979,5462,13253,22452,24323,25637,14192,44345,2049
,,,,,,,,189,11843,11425,17623,24239,16083,21267,11355,18292,25616,26571,9556,8382,13112,12717,34227,36014,10903,8667,5317,12880,21698,23331,24339,14988,43222,1988
,,,,,,,,190,11934,11931,18399,22684,15637,20930,11023,17902,24903,26938,9275,8162,13025,12256,33286,35281,10695,8466,5186,12629,21109,22694,23301,14820,42219,1940
,,,,,,,,191,11510,11520,17764,21695,15072,20650,10731,17485,24163,25479,9007,7956,12822,11680,32273,34513,10451,8259,5051,12206,20339,22027,22420,14238,41187,1899
,,,,,,,,192,11184,11255,17349,20218,14338,20063,10117,16864,23467,24745,8356,7434,12517,10647,29739,32664,10113,8038,4929,11636,19039,20895,21226,13730,39873,1849
,,,,,,,,193,10903,10876,16762,19970,14004,19593,9930,15921,22249,23963,7778,7085,11906,10287,28962,32685,9799,7566,4737,10705,19439,20462,21253,13235,36974,1717
,,,,,,,,194,10389,10376,15992,19805,13405,19612,9727,15772,22366,23336,7354,6697,11826,9942,28198,31972,9156,7597,4778,10432,18648,20122,20936,12388,35807,1667
,,,,,,,,195,9764,9606,14810,19529,13392,19340,9656,15216,21742,21115,7252,6587,11604,9949,28327,31903,9132,7472,4681,10043,18439,19691,20489,12097,34351,1600
,,,,,,,,196,9720,9347,14447,19404,13335,19264,9643,14948,21709,20916,7185,6497,11520,9944,28239,31635,9011,7503,4674,9956,18321,19532,20249,12004,33709,1570
,,,,,,,,197,9651,8782,13574,20224,13260,19413,9705,14531,21727,20123,7174,6467,11481,10241,28809,32087,9230,7556,4646,9917,19264,19861,20656,11868,33288,1551
,,,,,,,,198,9700,8464,13085,21916,13018,19547,9762,14481,22226,19857,6948,6290,11537,10806,29729,32467,9232,7749,4692,10101,20767,20650,21778,11945,33651,1568
,,,,,,,,199,9825,8248,12750,21239,13287,20104,10315,14798,22904,19722,6935,6257,11738,10964,30873,34038,9296,7994,4741,10531,20632,21353,21759,12250,35139,1630
,,,,,,,,200,10064,8307,12840,19980,14704,20995,11197,15010,24078,20217,7549,6870,12559,12043,33087,36253,9207,8223,4931,10788,21179,21394,21356,12771,36715,1706
,,,,,,,,201,10247,8581,13258,20552,16153,21791,11646,15542,25004,20955,8418,7711,13436,12834,34783,37837,9197,8698,5175,11863,22773,22561,22252,13272,40036,1857
,,,,,,,,202,10774,9252,14302,22974,17170,22578,12096,16366,25674,21918,9018,8290,14033,13780,36669,39732,9488,8946,5306,12569,25352,24573,24350,14038,42434,1971
,,,,,,,,203,11218,10140,15669,24821,17486,23218,12450,17942,26737,23703,9260,8471,14461,13990,37325,40357,9864,9347,5522,13554,26268,26141,25727,14301,46177,2147
,,,,,,,,204,11675,11310,17474,27019,20188,24125,13113,18372,27011,24990,10111,9143,14807,15715,41214,43435,10323,9420,5645,13786,29050,27612,27265,14953,48221,2251
,,,,,,,,205,12161,12344,19066,28465,23038,25004,13224,20097,28570,26449,10439,9394,15680,15638,41138,43413,10422,10058,6035,15335,28622,28354,27926,15470,53894,2545
,,,,,,,,206,12700,12703,19623,28106,22230,24256,12981,20261,28680,27031,10245,9251,15314,15170,39385,41762,11469,9848,6029,15129,27588,27226,27032,16507,53623,2524
,,,,,,,,207,13142,13911,21501,25951,20572,22856,12551,19729,27761,29945,9745,8866,14537,14655,37277,39376,11324,9398,5762,14622,25904,25455,25367,16181,52142,2439
,,,,,,,,208,12736,13549,20936,25585,19740,21911,12358,18541,26417,29355,9700,8798,14042,14910,37703,39339,11045,8758,5396,13923,26877,24893,25078,15598,49392,2292
,,,,,,,,209,12121,12767,19718,26660,19140,21692,12126,18859,26379,27903,9486,8587,13979,14827,37690,38711,10684,8699,5358,13916,27331,25353,25814,14591,49170,2281
,,,,,,,,210,11618,11873,18329,28104,19440,21841,12448,18969,26593,25783,9724,8739,13968,15007,39083,39528,10709,8597,5367,13662,27458,25584,27138,14100,47986,2216
,,,,,,,,211,11544,11909,18388,27306,20119,22481,12928,19379,27748,26802,10226,9220,14509,15142,39014,40031,10498,8884,5510,13913,26549,25099,26716,13888,48305,2222
,,,,,,,,212,11683,11627,17957,26311,19888,22467,12688,19494,27517,26483,10126,9148,14433,14665,38134,39565,10860,9027,5514,14228,25849,24470,25834,14412,49400,2265
,,,,,,,,213,12107,12476,19274,24722,19460,22115,12496,19167,26957,26500,9874,8918,14148,14186,37260,38983,10858,8862,5419,13952,24649,23781,24675,15033,48712,2232
,,,,,,,,214,11863,12616,19495,23665,19793,21952,12397,18610,26342,26171,9927,8980,13991,14135,37293,38888,10610,8705,5343,13589,24024,23471,24064,14762,47340,2170
,,,,,,,,215,11648,12382,19138,22775,19911,21814,11993,18497,26004,25494,9676,8745,13869,13521,36262,37895,10569,8676,5276,13468,22965,23143,23412,14567,46588,2140
,,,,,,,,216,11542,12017,18580,22117,19830,21272,11167,17903,25152,24925,9099,8220,13463,12342,33361,35831,10524,8482,5120,12879,21990,22526,22826,14301,44600,2062
,,,,,,,,217,11389,11855,18333,21249,19133,20356,10509,17241,23830,24913,8542,7682,12432,11517,31151,33908,10283,8074,4886,11836,20759,21414,21900,13776,41675,1933
,,,,,,,,218,10850,11316,17501,20513,18703,19567,10074,16012,22599,24123,8100,7264,11806,11198,30236,33071,9455,7657,4680,10875,19888,20484,20929,12952,38545,1790
,,,,,,,,219,10163,10411,16095,19841,13864,19196,9589,15390,22034,22120,7209,6565,11509,10678,28378,31764,8876,7524,4597,10495,19073,19866,20252,12656,37011,1723
,,,,,,,,220,9610,9664,14933,19387,12918,18859,9407,14853,21273,20591,6983,6359,11060,10594,27971,31439,8732,7376,4472,10072,18925,19464,19909,12245,35591,1653
,,,,,,,,221,9306,9187,14195,19759,12852,18806,9443,14518,21145,19816,6956,6310,10923,10818,28381,31745,8491,7359,4435,9989,19635,19648,20094,11981,35160,1634
,,,,,,,,222,9173,8585,13266,21616,12969,19465,9865,14530,21700,19101,6943,6297,11120,11505,30094,33549,8448,7525,4497,10178,21720,20914,21748,12022,35827,1666
,,,,,,,,223,9252,8259,12761,21054,13213,20558,10504,15443,23154,18958,6965,6297,11740,11734,31426,35239,8578,8057,4704,10925,21524,21908,22052,12384,38931,1815
,,,,,,,,224,9613,8290,12807,19598,14608,21363,11378,15645,24368,19495,7597,6934,12507,12909,33612,37227,8835,8369,4932,11140,21903,21993,21510,13145,40516,1895
,,,,,,,,225,10151,8755,13524,20113,15851,21951,11727,16246,24990,21276,8422,7742,13302,13615,35067,38474,8998,8685,5096,12165,23288,23026,22263,13798,44561,2080
,,,,,,,,226,10674,9357,14461,22499,16790,22563,12114,17125,25422,22333,9037,8346,13808,14405,36847,40042,9345,8850,5173,12863,25575,24815,24409,14512,47005,2197
,,,,,,,,227,11096,10287,15893,24232,17152,23039,12374,18587,26388,24025,9285,8531,14143,14246,37143,40137,9737,9165,5344,13852,25979,26138,25702,14689,50723,2373
,,,,,,,,228,11487,11315,17481,26495,19700,23668,12908,18983,26451,25136,10028,9118,14406,15493,40762,42731,10192,9163,5418,14193,28113,27516,27218,15314,52349,2459
,,,,,,,,229,11925,12249,18919,28406,22204,24382,13030,20705,27855,26430,10332,9365,15200,15136,40483,42492,10334,9674,5747,15756,27634,28180,27795,15821,58721,2792
,,,,,,,,230,12347,12609,19479,28100,21431,23696,12716,20866,27925,26815,10136,9227,14831,14370,38623,40673,11080,9532,5794,15526,26266,27152,27256,16687,57512,2724
,,,,,,,,231,12750,13846,21400,25921,19920,22246,12191,20156,26963,29771,9641,8854,14084,13396,36122,37832,11084,9124,5583,15022,24102,25363,25713,16319,54897,2580
,,,,,,,,232,12438,13478,20827,25505,19307,21294,11987,18934,25697,29061,9662,8850,13578,13353,36333,37545,10802,8532,5256,14315,24812,24850,25661,15556,51434,2393
,,,,,,,,233,11996,12675,19578,26753,18743,21107,11768,19315,25677,27643,9441,8639,13445,13081,35898,36939,10526,8484,5229,14319,25500,25363,26769,14589,51030,2371
,,,,,,,,234,11508,11790,18202,27961,19013,21238,12095,19265,25985,25427,9593,8710,13471,13552,37160,37931,10542,8382,5232,13938,26009,25647,27737,13977,48734,2246
,,,,,,,,235,11420,11882,18348,27010,19426,21959,12589,19611,27095,26327,9955,9058,14036,13853,37219,38838,10452,8656,5346,14036,25479,25231,27237,13712,48523,2225
,,,,,,,,236,11587,11614,17939,26393,19102,21898,12359,19840,26892,26050,9790,8927,13932,13620,36424,38568,10806,8830,5420,14383,25112,24680,26567,14248,50112,2286
,,,,,,,,237,12038,12438,19217,25055,18746,21724,12186,19717,26443,26737,9530,8689,13691,13381,35653,38236,10902,8693,5346,14170,24109,24127,25627,14702,49484,2253
,,,,,,,,238,11896,12587,19451,23869,19120,21602,12039,19221,25912,26793,9570,8729,13599,13369,35716,38308,10777,8565,5241,13879,23485,23490,24603,14450,48384,2201
,,,,,,,,239,11725,12335,19065,22940,19238,21487,11626,19050,25618,26321,9346,8513,13401,12929,34771,37333,10679,8550,5200,13711,22521,23014,23735,14319,47629,2171
,,,,,,,,240,11647,11980,18523,22373,18968,20879,10852,18414,24819,25991,8782,8004,13008,12004,32381,35489,10742,8322,5069,13122,21763,22269,23110,14177,45453,2083
,,,,,,,,241,11541,11885,18379,21793,18146,19930,10143,17867,23474,26459,8168,7406,12068,10826,29900,33429,10430,7908,4858,12140,20538,21219,22166,13684,42225,1940
,,,,,,,,242,11016,11413,17651,20856,17745,19278,9703,16976,22456,25884,7733,6990,11487,10555,29164,32619,9669,7564,4627,11340,19684,20381,21174,12980,40161,1846
,,,,,,,,243,10340,10493,16222,19917,13343,18826,9321,16485,21869,24086,6959,6380,11206,10293,27874,31482,8928,7438,4510,10992,18946,19614,20287,12460,39008,1796
,,,,,,,,244,9788,9753,15071,19230,12546,18432,9202,16014,21107,22203,6790,6217,10798,10279,27648,31102,8820,7276,4401,10646,18505,18972,19721,12076,37945,1742
,,,,,,,,245,9491,9228,14261,19426,12533,18393,9259,15723,20901,21522,6772,6176,10703,10565,28182,31326,8636,7233,4378,10577,19073,19055,19877,11816,37946,1743
,,,,,,,,246,9378,8619,13321,20525,12842,18845,9693,15853,21434,20885,6883,6254,10826,11742,30599,33090,8607,7396,4447,10824,21209,20131,21348,11940,39088,1800
,,,,,,,,247,9479,8349,12902,20164,13183,19707,10359,16786,22774,20810,6921,6269,11391,11933,32135,34561,8722,7801,4691,11575,20993,20957,21737,12315,41628,1914
,,,,,,,,248,9812,8367,12928,19103,14621,20553,11194,17218,24079,21429,7596,6950,12190,13058,34165,36500,9216,8139,4984,12033,21297,20897,21335,13151,44412,2046
,,,,,,,,249,10389,8826,13636,19950,15877,21124,11554,17707,24755,23930,8433,7767,12982,13598,35400,37746,9253,8425,5156,12922,22774,21819,22258,13843,47547,2190
,,,,,,,,250,10928,9426,14571,22584,16794,21893,11941,18183,25274,25026,9045,8366,13465,14551,37244,39733,9584,8533,5254,13258,25310,23645,24393,14504,48316,2232
,,,,,,,,251,11352,10373,16027,24337,17050,22563,12168,19242,26314,26583,9254,8516,13741,14710,37604,40519,10000,8832,5527,13793,26123,25251,25658,14679,49756,2307
,,,,,,,,252,11751,11428,17657,26617,19624,23348,12612,19159,26717,27710,9962,9073,14050,16302,41190,43480,10569,8926,5745,13610,28548,26731,27251,15292,49439,2307
,,,,,,,,253,12201,12483,19282,28161,22229,24217,12750,20562,28204,29025,10211,9271,14753,16155,41125,43632,10868,9467,6150,14681,28284,27661,27918,15726,53148,2511
,,,,,,,,254,12682,12756,19706,27861,21453,23786,12561,20347,28715,29404,9977,9101,14501,15528,39584,42208,11790,9499,6361,14377,27012,26795,27286,16523,50926,2396
,,,,,,,,255,13085,13961,21579,25998,19948,22725,12143,19346,28260,32313,9426,8682,13930,14755,37219,39861,11784,9262,6271,13828,25072,25313,25863,16098,47726,2227
,,,,,,,,256,12771,13513,20882,25764,19231,21980,11946,17998,27105,31294,9440,8675,13572,14878,37436,39951,11589,8841,6071,13073,25903,25050,26003,15365,44011,2030
,,,,,,,,257,12240,12727,19658,27155,18615,22055,11814,18218,27304,29607,9202,8444,13505,14658,37284,39456,11279,9020,6126,13076,26162,25575,27165,14474,43515,2006
,,,,,,,,258,11760,11872,18331,28765,18905,22191,12193,18102,27831,27353,9359,8525,13539,14678,38119,39870,11375,9123,6237,12892,26248,25708,28427,13985,41905,1920
,,,,,,,,259,11643,11929,18422,27765,19405,22591,12555,18542,28776,28075,9776,8925,14053,14489,37794,39615,11294,9413,6373,13227,25308,25167,28048,13673,41789,1906
,,,,,,,,260,11775,11690,18055,26560,19160,22480,12338,19130,28544,27612,9654,8834,14059,14011,36765,38927,11563,9499,6364,13764,24814,24722,27597,14254,44167,2008
,,,,,,,,261,12309,12501,19313,25102,18843,22186,12198,19227,28016,28205,9434,8631,13856,13484,35816,38164,11701,9393,6282,13787,23879,24338,26872,14723,44385,2018
,,,,,,,,262,12111,12675,19587,23896,19236,22076,12093,18978,27556,28180,9461,8666,13687,13271,35686,37878,11515,9328,6204,13772,23259,23791,26041,14545,44314,2016
,,,,,,,,263,11932,12441,19230,22747,19302,21937,11686,18871,27423,27586,9193,8417,13585,12576,34368,36537,11380,9336,6230,13771,22420,23199,25237,14413,44104,2012
,,,,,,,,264,11919,12122,18743,21924,19025,21304,10910,18257,26552,27145,8623,7901,13229,11352,31634,34419,11454,9130,6072,13305,21745,22423,24471,14284,42466,1946
,,,,,,,,265,11809,12036,18613,21020,18176,20407,10246,17415,25227,27704,8042,7340,12299,10716,29486,32724,11247,8714,5809,12409,20754,21483,23497,13738,39737,1826
,,,,,,,,266,11274,11541,17848,20412,17761,19531,9825,15825,24071,27301,7633,6950,11722,10268,28378,31636,10407,8230,5562,10409,20318,20672,22578,12877,34645,1597
,,,,,,,,267,10573,10575,16349,19844,13233,19175,9442,15307,23500,25401,6879,6356,11485,9767,26604,30428,9607,8142,5448,10133,19919,20066,21897,12375,33611,1552
,,,,,,,,268,10078,9765,15089,19521,12350,18823,9283,14762,22593,24034,6675,6159,11081,9604,25997,29867,9478,8033,5284,9918,19893,19526,21461,12006,32909,1517
,,,,,,,,269,9807,9260,14310,20039,12269,18942,9358,14552,22444,23417,6629,6093,11005,9758,26046,30080,9190,8052,5229,9908,20706,19675,21763,11745,33018,1525
,,,,,,,,270,9679,8634,13344,22074,12386,19397,9693,14790,22952,22820,6679,6125,11196,10234,27320,31211,9110,8252,5296,10239,23073,20800,23582,11799,34158,1579
,,,,,,,,271,9821,8372,12938,21509,12652,20589,10313,16699,24409,22804,6702,6120,11791,10812,28862,32822,9219,8917,5530,12297,22603,21831,24033,12328,41255,1939
,,,,,,,,272,10242,8387,12959,19883,14004,20966,11152,16969,25094,23428,7302,6722,12572,11596,30814,34448,9734,8819,5620,12551,22309,21632,23222,13176,43801,2066
,,,,,,,,273,10768,8778,13562,20208,15492,21637,11569,18066,25673,25118,8189,7584,13372,12070,32270,35616,9681,9258,5764,13594,23120,22732,23865,13740,47785,2253
,,,,,,,,274,11242,9319,14405,22436,16677,22647,11948,19125,26360,26165,8921,8296,13989,12913,34462,37387,9867,9724,5907,14413,24992,24640,25743,14464,50783,2400
,,,,,,,,275,11729,10128,15651,24183,17181,23720,12256,20631,27721,27718,9188,8505,14539,13075,35343,38232,10232,10345,6230,15396,25260,26174,26849,14758,54565,2584
