name,node_p,node_g,is_gas,min_cap_mw,max_cap_mw,fuel_cost_dollars_per_mwh,efficiency_gj_in_per_mwh_out
SPPS_Natural Gas Fired Combined Cycle,19,19,True,0,9781.6,11.10075,4.10944312
SPPS_Natural Gas Fired Combustion Turbine,19,19,True,0,3978.6,36.67,13.575053866666668
SPPS_Natural Gas Internal Combustion Engine,19,19,True,0,496.7,27.331500000000002,10.11798704
SPPS_Natural Gas Steam Turbine,19,19,True,0,7113.2,33.801,12.51296416
SPPS_NaturalGas_CCAvgCF_Moderate,19,19,True,0,0.0,18.126,6.71015616
SPPS_NaturalGas_CTAvgCF_Moderate,19,19,True,0,0.0,27.702,10.255144320000001
SPPS_Onshore Wind Turbine,19,19,False,0,7840.131000000001,0.0,10.90927904
SPPS_Petroleum Liquids,19,19,False,0,137.3,207.2584,12.17534624
SPPS_Small Hydroelectric,19,19,False,0,15.665,0.0,10.90927904
SPPS_Solar Photovoltaic,19,19,False,0,636.3851999999999,0.0,10.90927904
SPPS_UtilityPV_Class1_Moderate_35,19,19,False,0,0.0,0.0,0.0
SPPS_distributed_generation,19,19,False,0,998.112,0.0,0.0
SRCA_Biomass,20,20,False,0,172.2,104.725,22.09814792
SRCA_Conventional Hydroelectric,20,20,False,0,373.0508,0.0,10.90927904
SRCA_Conventional Steam Coal,20,20,False,0,11259.7,26.865299999999998,12.270301279999998
SRCA_LandbasedWind_Class1_Moderate_60,20,20,False,0,0.0,0.0,0.0
SRCA_Natural Gas Fired Combined Cycle,20,20,True,0,10824.2,52.722,15.45129512
SRCA_Natural Gas Fired Combustion Turbine,20,20,True,0,12330.9,51.84,15.1928064
SRCA_Natural Gas Steam Turbine,20,20,True,0,955.5,39.204,11.48955984
SRCA_NaturalGas_CCAvgCF_Moderate,20,20,True,0,0.0,22.896,6.71015616
SRCA_NaturalGas_CTAvgCF_Moderate,20,20,True,0,0.0,34.992000000000004,10.255144320000001
SRCA_Nuclear,20,20,False,0,12104.6,7.210499999999999,11.025335199999999
SRCA_OffShoreWind_Class3_Moderate_fixed_0,20,20,False,0,0.0,0.0,0.0
SRCA_OffShoreWind_Class3_Moderate_fixed_1_125,20,20,False,0,0.0,0.0,0.0
SRCA_Petroleum Liquids,20,20,False,0,909.1,235.1505,12.31250352
SRCA_Small Hydroelectric,20,20,False,0,17.0796,0.0,10.90927904
SRCA_Solar Photovoltaic,20,20,False,0,5517.1137,0.0,10.90927904
SRCA_UtilityPV_Class1_Moderate_,20,20,False,0,0.0,0.0,0.0
SRCA_distributed_generation,20,20,False,0,4225.441,0.0,0.0
SRCE_Biomass,21,21,False,0,51.5,100.5,21.206625600000002
SRCE_Conventional Hydroelectric,21,21,False,0,1294.1946,0.0,10.90927904
SRCE_Conventional Steam Coal,21,21,False,0,5791.3,35.705000000000005,20.3625808
SRCE_Natural Gas Fired Combined Cycle,21,21,True,0,11484.6,22.85325,7.65443128
SRCE_Natural Gas Fired Combustion Turbine,21,21,True,0,8117.5,37.180499999999995,12.453177653333332
SRCE_Natural Gas Internal Combustion Engine,21,21,True,0,3.2,29.043000000000003,9.727616320000001
SRCE_Natural Gas Steam Turbine,21,21,True,0,63.0,38.870999999999995,13.01939104
SRCE_NaturalGas_CCAvgCF_Moderate,21,21,True,0,0.0,20.034,6.71015616
SRCE_NaturalGas_CTAvgCF_Moderate,21,21,True,0,0.0,30.618000000000002,10.255144320000001
SRCE_Nuclear,21,21,False,0,8541.7,7.210499999999999,11.025335199999999
SRCE_Onshore Wind Turbine,21,21,False,0,0.0,0.0,10.90927904
SRCE_Petroleum Liquids,21,21,False,0,81.7,234.29640000000003,13.779031360000001
SRCE_Small Hydroelectric,21,21,False,0,27.4572,0.0,10.90927904
SRCE_Solar Photovoltaic,21,21,False,0,1236.0140000000001,0.0,10.90927904
SRCE_distributed_generation,21,21,False,0,830.1080000000001,0.0,0.0
SRSE_Biomass,22,22,False,0,460.7,104.3,22.00846816
SRSE_Conventional Hydroelectric,22,22,False,0,613.6345,0.0,10.90927904
SRSE_Conventional Steam Coal,22,22,False,0,15072.0,30.491999999999997,13.926739199999998
SRSE_LandbasedWind_Class1_Moderate_70,22,22,False,0,0.0,0.0,0.0
SRSE_Natural Gas Fired Combined Cycle,22,22,True,0,22929.600000000002,50.436,14.78133456
SRSE_Natural Gas Fired Combustion Turbine,22,22,True,0,12804.800000000001,47.016000000000005,13.779031360000001
SRSE_Natural Gas Internal Combustion Engine,22,22,True,0,20.7,33.624,9.854223039999999
SRSE_Natural Gas Steam Turbine,22,22,True,0,3467.4,41.580000000000005,12.1858968
SRSE_NaturalGas_CCAvgCF_Moderate,22,22,True,0,0.0,22.896,6.71015616
SRSE_NaturalGas_CTAvgCF_Moderate,22,22,True,0,0.0,34.992000000000004,10.255144320000001
SRSE_Nuclear,22,22,False,0,10287.0,7.0241999999999996,10.74047008
SRSE_OffShoreWind_Class12_Moderate_floating_0,22,22,False,0,0.0,0.0,0.0
SRSE_OffShoreWind_Class3_Moderate_fixed_0_150,22,22,False,0,0.0,0.0,0.0
SRSE_Petroleum Liquids,22,22,False,0,1209.9,409.04499999999996,21.4176368
SRSE_Small Hydroelectric,22,22,False,0,7.85,0.0,10.90927904
SRSE_Solar Photovoltaic,22,22,False,0,4711.3365,0.0,10.90927904
SRSE_UtilityPV_Class1_Moderate_,22,22,False,0,0.0,0.0,0.0
SRSE_distributed_generation,22,22,False,0,1146.108,0.0,0.0
SRSG_Biomass,23,23,False,0,36.3,64.725,13.65769992
SRSG_Conventional Hydroelectric,23,23,False,0,945.801,0.0,10.90927904
SRSG_Conventional Steam Coal,23,23,False,0,2181.0,18.5304,11.63726768
SRSG_Geothermal,23,23,False,0,445.5,0.0,10.90927904
SRSG_LandbasedWind_Class1_Moderate_50,23,23,False,0,0.0,0.0,0.0
SRSG_Natural Gas Fired Combined Cycle,23,23,True,0,12300.5,29.954,9.295043360000001
SRSG_Natural Gas Fired Combustion Turbine,23,23,True,0,4734.8,50.23499999999999,15.588452399999998
SRSG_Natural Gas Internal Combustion Engine,23,23,True,0,299.1,33.388,10.36064992
SRSG_Natural Gas Steam Turbine,23,23,True,0,1518.9,37.808,11.73222272
SRSG_NaturalGas_CCAvgCF_Moderate,23,23,True,0,0.0,21.624,6.71015616
SRSG_NaturalGas_CTAvgCF_Moderate,23,23,True,0,0.0,33.048,10.255144320000001
SRSG_Nuclear,23,23,False,0,4003.0,7.210499999999999,11.025335199999999
SRSG_Onshore Wind Turbine,23,23,False,0,1317.3201000000001,0.0,10.90927904
SRSG_Petroleum Liquids,23,23,False,0,159.5,250.0533,12.62902032
SRSG_Small Hydroelectric,23,23,False,0,29.5146,0.0,10.90927904
SRSG_Solar Photovoltaic,23,23,False,0,5056.1632,0.0,10.90927904
SRSG_UtilityPV_Class1_Moderate_35,23,23,False,0,0.0,0.0,0.0
SRSG_distributed_generation,23,23,False,0,4740.652,0.0,0.0
TRE_Biomass,24,24,False,0,49.5,70.875,14.9554188
TRE_Conventional Hydroelectric,24,24,False,0,121.4589,0.0,10.90927904
TRE_Conventional Steam Coal,24,24,False,0,12130.6,19.716,11.1835936
TRE_LandbasedWind_Class1_Moderate_,24,24,False,0,0.0,0.0,0.0
TRE_Natural Gas Fired Combined Cycle,24,24,True,0,38324.1,25.7355,9.52715568
TRE_Natural Gas Fired Combustion Turbine,24,24,True,0,7947.6,45.52400000000001,16.852761173333334
TRE_Natural Gas Internal Combustion Engine,24,24,True,0,845.3,26.22,9.706515199999998
TRE_Natural Gas Steam Turbine,24,24,True,0,8139.5,36.366,13.462514559999999
TRE_NaturalGas_CCAvgCF_Moderate,24,24,True,0,0.0,18.126,6.71015616
TRE_NaturalGas_CTAvgCF_Moderate,24,24,True,0,0.0,27.702,10.255144320000001
TRE_Nuclear,24,24,False,0,5120.0,7.210499999999999,11.025335199999999
TRE_OffShoreWind_Class3_Moderate_fixed_0,24,24,False,0,0.0,0.0,0.0
TRE_Onshore Wind Turbine,24,24,False,0,6321.619200000001,0.0,10.90927904
TRE_Petroleum Liquids,24,24,False,0,146.0,177.98360000000002,10.45560496
TRE_Small Hydroelectric,24,24,False,0,2.8112,0.0,10.90927904
TRE_Solar Photovoltaic,24,24,False,0,8124.534000000001,0.0,10.90927904
TRE_UtilityPV_Class1_Moderate_,24,24,False,0,0.0,0.0,0.0
TRE_distributed_generation,24,24,False,0,4020.5879999999997,0.0,0.0
TRE_WEST_LandbasedWind_Class1_Moderate_,25,25,False,0,0.0,0.0,0.0
TRE_WEST_Natural Gas Fired Combined Cycle,25,25,True,0,5052.7,21.0615,7.796863839999999
TRE_WEST_Natural Gas Fired Combustion Turbine,25,25,True,0,1208.0,39.1875,14.50702
TRE_WEST_Natural Gas Internal Combustion Engine,25,25,True,0,9.1,26.590500000000002,9.84367248
TRE_WEST_Natural Gas Steam Turbine,25,25,True,0,624.0,33.886500000000005,12.54461584
TRE_WEST_NaturalGas_CCAvgCF_Moderate,25,25,True,0,0.0,18.126,6.71015616
TRE_WEST_NaturalGas_CTAvgCF_Moderate,25,25,True,0,0.0,27.702,10.255144320000001
TRE_WEST_Onshore Wind Turbine,25,25,False,0,4122.3333,0.0,10.90927904
TRE_WEST_Petroleum Liquids,25,25,False,0,54.9,166.13,9.759268
TRE_WEST_Solar Photovoltaic,25,25,False,0,7251.014999999999,0.0,10.90927904
TRE_WEST_UtilityPV_Class1_Moderate_,25,25,False,0,0.0,0.0,0.0
TRE_WEST_distributed_generation,25,25,False,0,0.0,0.0,0.0
